id,pps_actual_20,pps_anterior_20,asistencia_teorico_pct,asistencia_laboratorio_pct,asistencia_total_pct,autoeficacia_academica,entregas_tarea_puntual,horas_de_estudio_semana,indice_procrastinacion,alimentacion,actividad_fisica,horas_pantalla_no_academica,horas_sueno,habitos_vida,puntualidad_pago,ingresos_mensual,deuda_academica,tipo_financiamiento,costo_servicio_mensual,indice_financiero,horas_deporte,horas_cultura,horas_extracurriculares,horas_trabajo_semana,estres,apoyo_social,rendimiento,riesgo_de_desercion,bienestar_estudiantil
11,Destacado,Destacado,Media,Media,Baja,Media,Moderado,Adecuado,Ocasional,Moderada,Frecuente,Bajo,Adecuado,Excelente,Impuntual,Muy_Bajo,Sin_deuda,Financiamiento_Familiar,Bajo,Riesgo_moderado,Frecuente,Constante,Alta,Ninguna,Moderado,Insuficiente,En_proceso,Bajo,Excelente
12,Previsto,Previsto,Baja,Excelente,Media,Media,Critico,Limitado,Frecuente,Inadecuada,Baja,Alto,Excesivo,Deficiente,Puntual,Medio,Sin_deuda,Credito,Muy_Bajo,Sostenible,Ocasional,Constante,Media,Parcial_baja,Alto,Excelente,En_proceso,Medio,Regular
13,Destacado,Destacado,Excelente,Media,Alta,Media,Ejemplar,Intensivo,Frecuente,Moderada,Frecuente,Moderado,Adecuado,Bueno,Puntual,Bajo,Sin_deuda,Credito,Bajo,Estable,Frecuente,Frecuente,Media,Tiempo_completo,Moderado,Bueno,Destacado,Medio,Excelente
14,Inicio,Inicio,Baja,Media,Baja,Media,Moderado,Insuficiente,Constante,Moderada,Constante,Moderado,Deficiente,Deficiente,Puntual,Bajo,Con_deuda,Credito,Bajo,Vulnerable,Constante,Constante,Alta,Tiempo_completo,Alto,Bueno,Inicio,Medio,Regular
15,Inicio,Inicio,Baja,Alta,Baja,Media,Moderado,Insuficiente,Ocasional,Inadecuada,Frecuente,Bajo,Regular,Regular,Puntual,Medio,Sin_deuda,Financiamiento_Familiar,Bajo,Sostenible,Frecuente,Nula,Baja,Ninguna,Muy_alto,Bueno,Inicio,Medio,Critico
16,En_proceso,En_proceso,Media,Excelente,Alta,Excelente,Moderado,Adecuado,Ocasional,Inadecuada,Frecuente,Alto,Deficiente,Deficiente,Puntual,Alto,Con_deuda,Credito,Bajo,Sostenible,Frecuente,Constante,Alta,Ninguna,Moderado,Bueno,Previsto,Bajo,Regular
17,En_proceso,En_proceso,Baja,Baja,Baja,Baja,Moderado,Limitado,Ocasional,Inadecuada,Nula,Bajo,Excesivo,Regular,Puntual,Muy_Bajo,Con_deuda,Pago_Directo,Bajo,Vulnerable,Nula,Ocasional,Baja,Parcial_alta,Moderado,Insuficiente,Inicio,Medio,Critico
18,Destacado,Destacado,Alta,Excelente,Excelente,Alta,Ejemplar,Intensivo,Minimo,Adecuada,Nula,Bajo,Excesivo,Excelente,Puntual,Bajo,Con_deuda,Financiamiento_Familiar,Bajo,Vulnerable,Nula,Nula,Baja,Parcial_baja,Moderado,Moderado,Destacado,Bajo,Regular
19,En_proceso,En_proceso,Media,Excelente,Alta,Media,Critico,Limitado,Constante,Adecuada,Nula,Alto,Adecuado,Bueno,Puntual,Medio,Sin_deuda,Beca_Total,Bajo,Sostenible,Nula,Nula,Baja,Parcial_baja,Muy_alto,Insuficiente,En_proceso,Alto,Critico
20,Inicio,Inicio,Media,Baja,Baja,Baja,Critico,Insuficiente,Frecuente,Adecuada,Nula,Bajo,Regular,Excelente,Puntual,Medio,Sin_deuda,Pago_Directo,Bajo,Sostenible,Nula,Ocasional,Baja,Ninguna,Bajo,Insuficiente,Inicio,Medio,Regular
21,En_proceso,En_proceso,Alta,Alta,Alta,Excelente,Ejemplar,Intensivo,Frecuente,Adecuada,Constante,Moderado,Deficiente,Regular,Impuntual,Medio,Con_deuda,Credito,Muy_Bajo,Vulnerable,Constante,Ocasional,Media,Parcial_alta,Bajo,Bueno,Destacado,Bajo,Excelente
22,Previsto,Previsto,Baja,Media,Baja,Excelente,Moderado,Adecuado,Minimo,Adecuada,Frecuente,Moderado,Excesivo,Bueno,Puntual,Muy_Bajo,Con_deuda,Financiamiento_Familiar,Muy_Bajo,Vulnerable,Frecuente,Ocasional,Media,Tiempo_completo,Alto,Excelente,Previsto,Bajo,Excelente
23,En_proceso,En_proceso,Baja,Media,Baja,Media,Critico,Insuficiente,Constante,Moderada,Nula,Alto,Regular,Deficiente,Puntual,Bajo,Sin_deuda,Financiamiento_Familiar,Bajo,Sostenible,Nula,Nula,Baja,Tiempo_completo,Moderado,Excelente,Inicio,Alto,Regular
24,En_proceso,En_proceso,Excelente,Excelente,Excelente,Alta,Ejemplar,Adecuado,Ocasional,Moderada,Constante,Moderado,Deficiente,Deficiente,Impuntual,Bajo,Sin_deuda,Credito,Bajo,Vulnerable,Constante,Ocasional,Media,Parcial_alta,Bajo,Bueno,Destacado,Bajo,Regular
25,Previsto,Destacado,Media,Excelente,Alta,Alta,Moderado,Adecuado,Minimo,Inadecuada,Nula,Bajo,Adecuado,Bueno,Puntual,Medio,Sin_deuda,Beca_Total,Muy_Bajo,Estable,Nula,Frecuente,Baja,Parcial_alta,Muy_alto,Insuficiente,Previsto,Medio,Critico
26,Previsto,En_proceso,Media,Baja,Baja,Excelente,Ejemplar,Adecuado,Minimo,Moderada,Baja,Moderado,Deficiente,Deficiente,Puntual,Bajo,Sin_deuda,Credito,Muy_Bajo,Estable,Ocasional,Ocasional,Baja,Ninguna,Moderado,Insuficiente,Previsto,Bajo,Critico
27,En_proceso,En_proceso,Baja,Media,Baja,Alta,Moderado,Limitado,Constante,Adecuada,Baja,Moderado,Regular,Bueno,Puntual,Muy_Bajo,Sin_deuda,Pago_Directo,Bajo,Estable,Ocasional,Ocasional,Baja,Parcial_alta,Alto,Excelente,En_proceso,Medio,Regular
28,Previsto,Previsto,Alta,Alta,Alta,Excelente,Ejemplar,Intensivo,Ocasional,Moderada,Baja,Bajo,Regular,Bueno,Puntual,Alto,Con_deuda,Financiamiento_Familiar,Bajo,Estable,Ocasional,Frecuente,Media,Parcial_baja,Bajo,Bueno,Destacado,Bajo,Excelente
29,Previsto,Previsto,Alta,Media,Media,Excelente,Ejemplar,Intensivo,Minimo,Moderada,Baja,Bajo,Deficiente,Regular,Puntual,Muy_Bajo,Sin_deuda,Financiamiento_Familiar,Bajo,Estable,Ocasional,Constante,Media,Parcial_alta,Muy_alto,Bueno,Destacado,Bajo,Critico
30,Previsto,Destacado,Alta,Media,Media,Alta,Consistente,Adecuado,Ocasional,Inadecuada,Baja,Alto,Excesivo,Deficiente,Impuntual,Alto,Con_deuda,Financiamiento_Familiar,Bajo,Estable,Ocasional,Frecuente,Media,Parcial_baja,Muy_alto,Bueno,Previsto,Medio,Critico
31,Inicio,Inicio,Alta,Baja,Baja,Alta,Consistente,Insuficiente,Ocasional,Moderada,Baja,Bajo,Deficiente,Regular,Puntual,Medio,Sin_deuda,Beca_Parcial,Bajo,Sostenible,Ocasional,Ocasional,Baja,Ninguna,Alto,Bueno,Inicio,Bajo,Critico
32,Previsto,Previsto,Baja,Alta,Baja,Excelente,Ejemplar,Intensivo,Minimo,Adecuada,Constante,Moderado,Deficiente,Regular,Puntual,Medio,Con_deuda,Financiamiento_Familiar,Muy_Bajo,Riesgo_moderado,Constante,Frecuente,Alta,Ninguna,Bajo,Excelente,Destacado,Bajo,Excelente
33,Previsto,Previsto,Baja,Media,Baja,Alta,Moderado,Adecuado,Ocasional,Adecuada,Nula,Alto,Deficiente,Deficiente,Impuntual,Bajo,Sin_deuda,Pago_Directo,Bajo,Riesgo_moderado,Nula,Nula,Baja,Parcial_baja,Moderado,Insuficiente,En_proceso,Bajo,Critico
34,Destacado,Destacado,Excelente,Baja,Media,Alta,Consistente,Adecuado,Minimo,Moderada,Nula,Alto,Excesivo,Deficiente,Impuntual,Muy_Bajo,Sin_deuda,Beca_Parcial,Muy_Bajo,Vulnerable,Nula,Nula,Baja,Ninguna,Muy_alto,Excelente,Previsto,Bajo,Critico
35,Inicio,Inicio,Excelente,Excelente,Excelente,Media,Critico,Limitado,Constante,Adecuada,Nula,Moderado,Regular,Bueno,Puntual,Medio,Sin_deuda,Credito,Bajo,Sostenible,Nula,Ocasional,Baja,Ninguna,Alto,Excelente,En_proceso,Medio,Regular
36,Destacado,Previsto,Baja,Excelente,Media,Media,Moderado,Intensivo,Ocasional,Moderada,Frecuente,Bajo,Adecuado,Excelente,Puntual,Medio,Con_deuda,Credito,Muy_Bajo,Vulnerable,Frecuente,Constante,Alta,Tiempo_completo,Muy_alto,Moderado,Previsto,Medio,Regular
37,En_proceso,Inicio,Alta,Alta,Alta,Media,Consistente,Adecuado,Frecuente,Adecuada,Nula,Moderado,Deficiente,Regular,Puntual,Medio,Sin_deuda,Financiamiento_Familiar,Bajo,Sostenible,Nula,Ocasional,Baja,Parcial_baja,Muy_alto,Bueno,En_proceso,Alto,Critico
38,Inicio,Inicio,Baja,Media,Baja,Media,Critico,Insuficiente,Constante,Moderada,Constante,Bajo,Deficiente,Regular,Puntual,Muy_Bajo,Con_deuda,Pago_Directo,Bajo,Vulnerable,Constante,Nula,Media,Parcial_alta,Bajo,Moderado,Inicio,Medio,Regular
39,Inicio,En_proceso,Baja,Alta,Baja,Baja,Critico,Limitado,Constante,Moderada,Frecuente,Alto,Regular,Deficiente,Puntual,Medio,Con_deuda,Beca_Total,Bajo,Riesgo_moderado,Frecuente,Nula,Baja,Tiempo_completo,Bajo,Excelente,Inicio,Medio,Regular
40,Destacado,Destacado,Media,Media,Baja,Media,Ejemplar,Intensivo,Minimo,Moderada,Frecuente,Moderado,Excesivo,Regular,Puntual,Medio,Con_deuda,Financiamiento_Familiar,Medio,Riesgo_moderado,Frecuente,Constante,Alta,Tiempo_completo,Moderado,Insuficiente,Previsto,Medio,Regular
41,Inicio,Inicio,Baja,Baja,Baja,Baja,Critico,Insuficiente,Constante,Adecuada,Frecuente,Bajo,Excesivo,Excelente,Impuntual,Medio,Sin_deuda,Beca_Parcial,Bajo,Riesgo_moderado,Frecuente,Frecuente,Media,Parcial_alta,Muy_alto,Bueno,Inicio,Alto,Regular
42,Previsto,Destacado,Alta,Alta,Alta,Alta,Ejemplar,Intensivo,Frecuente,Adecuada,Nula,Bajo,Deficiente,Bueno,Puntual,Medio,Sin_deuda,Pago_Directo,Muy_Bajo,Sostenible,Nula,Ocasional,Baja,Tiempo_completo,Alto,Insuficiente,Destacado,Alto,Critico
43,Previsto,Previsto,Alta,Baja,Baja,Excelente,Ejemplar,Adecuado,Ocasional,Inadecuada,Nula,Alto,Adecuado,Deficiente,Puntual,Medio,Sin_deuda,Beca_Parcial,Bajo,Estable,Nula,Frecuente,Baja,Parcial_baja,Muy_alto,Bueno,Previsto,Bajo,Critico
44,Destacado,Destacado,Baja,Baja,Baja,Media,Consistente,Adecuado,Minimo,Inadecuada,Baja,Moderado,Excesivo,Deficiente,Puntual,Medio,Sin_deuda,Financiamiento_Familiar,Muy_Bajo,Sostenible,Ocasional,Frecuente,Media,Parcial_baja,Alto,Insuficiente,Previsto,Medio,Critico
45,Inicio,Inicio,Baja,Baja,Baja,Baja,Moderado,Limitado,Constante,Adecuada,Frecuente,Alto,Regular,Regular,Puntual,Muy_Bajo,Sin_deuda,Pago_Directo,Bajo,Riesgo_moderado,Frecuente,Frecuente,Media,Parcial_baja,Muy_alto,Insuficiente,Inicio,Alto,Critico
46,Inicio,Inicio,Excelente,Baja,Media,Baja,Moderado,Limitado,Constante,Moderada,Nula,Moderado,Excesivo,Regular,Puntual,Bajo,Sin_deuda,Pago_Directo,Muy_Bajo,Estable,Nula,Nula,Baja,Parcial_alta,Alto,Moderado,Inicio,Alto,Critico
47,Previsto,Previsto,Baja,Baja,Baja,Excelente,Consistente,Intensivo,Ocasional,Moderada,Nula,Bajo,Deficiente,Regular,Puntual,Muy_Bajo,Con_deuda,Financiamiento_Familiar,Bajo,Vulnerable,Nula,Constante,Media,Parcial_alta,Muy_alto,Excelente,Previsto,Bajo,Regular
48,En_proceso,En_proceso,Alta,Excelente,Excelente,Baja,Critico,Limitado,Frecuente,Moderada,Constante,Bajo,Excesivo,Bueno,Impuntual,Bajo,Con_deuda,Credito,Bajo,Vulnerable,Constante,Ocasional,Media,Parcial_baja,Muy_alto,Moderado,En_proceso,Medio,Critico
49,Destacado,Destacado,Media,Media,Baja,Excelente,Consistente,Intensivo,Ocasional,Inadecuada,Nula,Alto,Excesivo,Deficiente,Puntual,Bajo,Sin_deuda,Credito,Bajo,Estable,Nula,Frecuente,Baja,Ninguna,Moderado,Insuficiente,Destacado,Bajo,Critico
50,En_proceso,En_proceso,Alta,Baja,Baja,Media,Consistente,Limitado,Constante,Adecuada,Constante,Bajo,Excesivo,Excelente,Puntual,Muy_Bajo,Sin_deuda,Credito,Bajo,Estable,Constante,Nula,Media,Parcial_alta,Bajo,Excelente,En_proceso,Medio,Excelente
51,En_proceso,En_proceso,Media,Baja,Baja,Baja,Consistente,Insuficiente,Ocasional,Adecuada,Constante,Moderado,Adecuado,Excelente,Puntual,Bajo,Sin_deuda,Credito,Bajo,Estable,Constante,Ocasional,Media,Ninguna,Bajo,Bueno,Inicio,Bajo,Excelente
52,Inicio,En_proceso,Baja,Excelente,Media,Media,Critico,Insuficiente,Constante,Inadecuada,Baja,Moderado,Regular,Deficiente,Puntual,Muy_Bajo,Sin_deuda,Financiamiento_Familiar,Bajo,Sostenible,Ocasional,Ocasional,Baja,Parcial_alta,Alto,Excelente,Inicio,Alto,Critico
53,Destacado,Destacado,Baja,Alta,Baja,Media,Ejemplar,Adecuado,Ocasional,Inadecuada,Nula,Moderado,Excesivo,Deficiente,Puntual,Medio,Con_deuda,Credito,Bajo,Riesgo_moderado,Nula,Frecuente,Baja,Parcial_alta,Muy_alto,Insuficiente,Previsto,Alto,Critico
54,Destacado,Destacado,Baja,Media,Baja,Excelente,Ejemplar,Intensivo,Ocasional,Adecuada,Nula,Moderado,Regular,Bueno,Impuntual,Alto,Con_deuda,Credito,Bajo,Estable,Nula,Nula,Baja,Parcial_alta,Muy_alto,Bueno,Destacado,Medio,Critico
55,En_proceso,En_proceso,Media,Excelente,Alta,Baja,Moderado,Limitado,Frecuente,Inadecuada,Frecuente,Moderado,Regular,Deficiente,Impuntual,Muy_Bajo,Sin_deuda,Financiamiento_Familiar,Bajo,Riesgo_moderado,Frecuente,Constante,Alta,Tiempo_completo,Bajo,Insuficiente,En_proceso,Alto,Regular
56,En_proceso,En_proceso,Alta,Media,Media,Media,Ejemplar,Limitado,Ocasional,Adecuada,Frecuente,Moderado,Adecuado,Excelente,Puntual,Alto,Con_deuda,Pago_Directo,Bajo,Estable,Frecuente,Nula,Baja,Tiempo_completo,Alto,Insuficiente,En_proceso,Alto,Critico
57,En_proceso,En_proceso,Media,Media,Baja,Alta,Consistente,Limitado,Ocasional,Inadecuada,Constante,Moderado,Excesivo,Deficiente,Puntual,Bajo,Con_deuda,Financiamiento_Familiar,Bajo,Vulnerable,Constante,Frecuente,Alta,Parcial_baja,Moderado,Bueno,En_proceso,Bajo,Regular
58,Previsto,Previsto,Baja,Baja,Baja,Excelente,Consistente,Adecuado,Frecuente,Moderada,Constante,Alto,Excesivo,Deficiente,Impuntual,Bajo,Sin_deuda,Beca_Total,Muy_Bajo,Riesgo_moderado,Constante,Constante,Alta,Tiempo_completo,Moderado,Bueno,Previsto,Bajo,Regular
59,Previsto,Previsto,Alta,Media,Media,Alta,Ejemplar,Limitado,Minimo,Adecuada,Frecuente,Bajo,Deficiente,Bueno,Puntual,Muy_Bajo,Con_deuda,Beca_Total,Bajo,Vulnerable,Frecuente,Frecuente,Media,Parcial_alta,Moderado,Excelente,Previsto,Bajo,Excelente
60,Destacado,Destacado,Alta,Media,Media,Alta,Ejemplar,Intensivo,Minimo,Adecuada,Nula,Moderado,Excesivo,Bueno,Puntual,Bajo,Sin_deuda,Pago_Directo,Bajo,Estable,Nula,Frecuente,Baja,Ninguna,Muy_alto,Moderado,Destacado,Bajo,Critico
61,Previsto,Destacado,Excelente,Alta,Excelente,Media,Critico,Adecuado,Constante,Moderada,Nula,Alto,Adecuado,Regular,Puntual,Medio,Sin_deuda,Credito,Bajo,Estable,Nula,Frecuente,Baja,Ninguna,Alto,Moderado,Previsto,Medio,Critico
62,Previsto,En_proceso,Alta,Media,Media,Excelente,Ejemplar,Adecuado,Ocasional,Adecuada,Constante,Bajo,Deficiente,Bueno,Impuntual,Medio,Sin_deuda,Beca_Parcial,Muy_Bajo,Estable,Constante,Ocasional,Media,Parcial_baja,Bajo,Moderado,Destacado,Bajo,Excelente
63,Inicio,Inicio,Media,Alta,Media,Alta,Consistente,Insuficiente,Constante,Moderada,Nula,Bajo,Regular,Bueno,Puntual,Muy_Bajo,Con_deuda,Financiamiento_Familiar,Bajo,Vulnerable,Nula,Constante,Media,Parcial_baja,Muy_alto,Excelente,En_proceso,Bajo,Regular
64,Previsto,En_proceso,Alta,Baja,Baja,Media,Moderado,Intensivo,Frecuente,Inadecuada,Nula,Bajo,Regular,Regular,Impuntual,Muy_Bajo,Con_deuda,Financiamiento_Familiar,Bajo,Vulnerable,Nula,Ocasional,Baja,Parcial_alta,Muy_alto,Moderado,En_proceso,Medio,Critico
65,Inicio,En_proceso,Excelente,Baja,Media,Baja,Moderado,Limitado,Ocasional,Adecuada,Frecuente,Moderado,Regular,Bueno,Impuntual,Bajo,Sin_deuda,Financiamiento_Familiar,Bajo,Riesgo_moderado,Frecuente,Frecuente,Media,Tiempo_completo,Moderado,Moderado,Inicio,Medio,Regular
66,En_proceso,En_proceso,Excelente,Media,Alta,Baja,Critico,Insuficiente,Frecuente,Adecuada,Baja,Alto,Excesivo,Regular,Puntual,Bajo,Con_deuda,Credito,Bajo,Riesgo_moderado,Ocasional,Frecuente,Media,Ninguna,Alto,Moderado,Inicio,Medio,Critico
67,Previsto,Destacado,Media,Excelente,Alta,Media,Ejemplar,Adecuado,Ocasional,Adecuada,Constante,Moderado,Adecuado,Excelente,Impuntual,Muy_Bajo,Con_deuda,Beca_Total,Bajo,Vulnerable,Constante,Ocasional,Media,Ninguna,Alto,Bueno,Previsto,Bajo,Excelente
68,Previsto,Previsto,Baja,Media,Baja,Media,Consistente,Adecuado,Frecuente,Moderada,Frecuente,Alto,Adecuado,Regular,Impuntual,Bajo,Con_deuda,Pago_Directo,Bajo,Vulnerable,Frecuente,Ocasional,Media,Tiempo_completo,Moderado,Moderado,En_proceso,Medio,Regular
69,En_proceso,En_proceso,Media,Alta,Media,Media,Critico,Limitado,Constante,Inadecuada,Nula,Bajo,Excesivo,Regular,Puntual,Medio,Con_deuda,Credito,Muy_Bajo,Riesgo_moderado,Nula,Ocasional,Baja,Ninguna,Moderado,Excelente,Inicio,Bajo,Regular
70,En_proceso,En_proceso,Alta,Media,Media,Media,Consistente,Limitado,Constante,Inadecuada,Constante,Alto,Regular,Deficiente,Puntual,Alto,Con_deuda,Financiamiento_Familiar,Muy_Bajo,Sostenible,Constante,Constante,Alta,Parcial_baja,Moderado,Moderado,En_proceso,Alto,Regular
71,Destacado,Destacado,Excelente,Baja,Media,Excelente,Moderado,Intensivo,Frecuente,Moderada,Baja,Alto,Excesivo,Deficiente,Puntual,Bajo,Sin_deuda,Pago_Directo,Bajo,Estable,Ocasional,Constante,Media,Parcial_alta,Muy_alto,Excelente,Destacado,Medio,Critico
72,En_proceso,En_proceso,Alta,Baja,Baja,Media,Consistente,Insuficiente,Ocasional,Adecuada,Baja,Moderado,Regular,Bueno,Puntual,Alto,Con_deuda,Financiamiento_Familiar,Bajo,Sostenible,Ocasional,Frecuente,Media,Parcial_alta,Muy_alto,Insuficiente,En_proceso,Alto,Critico
73,Destacado,Destacado,Baja,Media,Baja,Excelente,Ejemplar,Intensivo,Minimo,Moderada,Baja,Moderado,Excesivo,Regular,Puntual,Bajo,Con_deuda,Credito,Bajo,Riesgo_moderado,Ocasional,Frecuente,Media,Ninguna,Muy_alto,Bueno,Destacado,Bajo,Critico
74,Previsto,Destacado,Excelente,Baja,Media,Excelente,Consistente,Adecuado,Ocasional,Adecuada,Nula,Bajo,Deficiente,Bueno,Puntual,Bajo,Sin_deuda,Credito,Bajo,Estable,Nula,Constante,Media,Ninguna,Bajo,Excelente,Previsto,Bajo,Excelente
75,Destacado,Destacado,Excelente,Baja,Media,Alta,Moderado,Limitado,Minimo,Inadecuada,Baja,Moderado,Excesivo,Deficiente,Puntual,Muy_Bajo,Sin_deuda,Financiamiento_Familiar,Bajo,Riesgo_moderado,Ocasional,Nula,Baja,Ninguna,Bajo,Insuficiente,Previsto,Bajo,Critico
76,Inicio,Inicio,Media,Excelente,Alta,Media,Critico,Limitado,Frecuente,Moderada,Nula,Alto,Deficiente,Deficiente,Impuntual,Medio,Con_deuda,Pago_Directo,Bajo,Vulnerable,Nula,Nula,Baja,Parcial_alta,Alto,Excelente,Inicio,Bajo,Critico
77,Inicio,Inicio,Alta,Baja,Baja,Media,Moderado,Limitado,Constante,Inadecuada,Baja,Alto,Regular,Deficiente,Puntual,Alto,Con_deuda,Pago_Directo,Bajo,Sostenible,Ocasional,Frecuente,Media,Parcial_alta,Moderado,Moderado,Inicio,Alto,Critico
78,Destacado,Destacado,Media,Alta,Media,Excelente,Ejemplar,Intensivo,Minimo,Moderada,Baja,Moderado,Excesivo,Regular,Puntual,Medio,Sin_deuda,Beca_Parcial,Bajo,Sostenible,Ocasional,Constante,Media,Ninguna,Moderado,Excelente,Destacado,Bajo,Excelente
79,Inicio,Inicio,Excelente,Media,Alta,Media,Critico,Adecuado,Constante,Inadecuada,Constante,Alto,Regular,Deficiente,Puntual,Bajo,Sin_deuda,Beca_Parcial,Bajo,Estable,Constante,Constante,Alta,Parcial_alta,Muy_alto,Bueno,Inicio,Alto,Critico
80,En_proceso,En_proceso,Excelente,Alta,Excelente,Baja,Critico,Limitado,Ocasional,Adecuada,Constante,Moderado,Adecuado,Excelente,Puntual,Medio,Sin_deuda,Pago_Directo,Muy_Bajo,Estable,Constante,Ocasional,Media,Tiempo_completo,Bajo,Moderado,En_proceso,Medio,Excelente
81,Previsto,Previsto,Alta,Alta,Alta,Baja,Moderado,Adecuado,Ocasional,Inadecuada,Nula,Moderado,Regular,Deficiente,Puntual,Muy_Bajo,Sin_deuda,Pago_Directo,Bajo,Riesgo_moderado,Nula,Nula,Baja,Ninguna,Moderado,Insuficiente,En_proceso,Medio,Critico
82,Destacado,Destacado,Alta,Media,Media,Excelente,Ejemplar,Intensivo,Ocasional,Adecuada,Baja,Bajo,Excesivo,Excelente,Puntual,Medio,Con_deuda,Pago_Directo,Muy_Bajo,Vulnerable,Ocasional,Ocasional,Baja,Parcial_baja,Alto,Moderado,Destacado,Bajo,Regular
83,Previsto,En_proceso,Excelente,Media,Alta,Baja,Consistente,Limitado,Ocasional,Moderada,Baja,Bajo,Deficiente,Regular,Puntual,Bajo,Sin_deuda,Credito,Bajo,Estable,Ocasional,Nula,Baja,Parcial_alta,Moderado,Insuficiente,Previsto,Alto,Critico
84,Destacado,Previsto,Alta,Alta,Alta,Alta,Moderado,Intensivo,Minimo,Adecuada,Nula,Bajo,Deficiente,Bueno,Impuntual,Bajo,Con_deuda,Financiamiento_Familiar,Muy_Bajo,Vulnerable,Nula,Ocasional,Baja,Parcial_baja,Muy_alto,Insuficiente,Destacado,Bajo,Critico
85,En_proceso,En_proceso,Media,Excelente,Alta,Baja,Consistente,Limitado,Minimo,Moderada,Constante,Bajo,Regular,Bueno,Impuntual,Bajo,Sin_deuda,Pago_Directo,Bajo,Riesgo_moderado,Constante,Constante,Alta,Parcial_baja,Muy_alto,Insuficiente,En_proceso,Medio,Critico
86,En_proceso,En_proceso,Excelente,Baja,Media,Media,Critico,Insuficiente,Frecuente,Adecuada,Frecuente,Alto,Regular,Regular,Puntual,Medio,Sin_deuda,Financiamiento_Familiar,Muy_Bajo,Sostenible,Frecuente,Nula,Baja,Parcial_alta,Bajo,Moderado,Inicio,Medio,Regular
